Run ID,3360,,,,,,,,,,,,,,,,,,,
Run Date/Time,04.01.2017 09:45,,,,,,,,,,,,,,,,,,,
Application Name,Labcyte Echo Dose-Response,,,,,,,,,,,,,,,,,,,
Application Version,01.05.2006,,,,,,,,,,,,,,,,,,,
Protocol Name,2017-01-04 - Protocol - OICR library round 3 (17-25) - MLLT1A - SingleShot 50nl transfer - TC.edr,,,,,,,,,,,,,,,,,,,
User Name,ACCESS,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
[DETAILS],,,,,,,,,,,,,,,,,,,,
Source Plate Name,Source Plate Barcode,Source Plate Type,Source Well,Source Concentration,Source Concentration Units,Destination Plate Name,Destination Plate Barcode,Destination Plate Type,Destination Well,Destination Concentration,Destination Concentration Units,Sample ID,Sample Name,Transfer Volume,Actual Volume,Current Fluid Volume,Fluid Composition,Fluid Units,Fluid Type,Transfer Status
Sourceplate[17],,384LDV_DMSO,G3,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,B9,4.95E-05,M,XST00007218a,Sample 39,50,50,10.014,90.465,Percent,DMSO,
Sourceplate[17],,384LDV_DMSO,M3,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,B17,4.95E-05,M,XST00007338a,Sample 45,50,50,10.055,90.709,Percent,DMSO,
Sourceplate[17],,384LDV_DMSO,M3,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,A17,4.95E-05,M,XST00007338a,Sample 45,50,50,10.005,90.709,Percent,DMSO,
Sourceplate[17],,384LDV_DMSO,P3,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,A21,4.95E-05,M,XST00007398a,Sample 48,50,50,10.162,85.241,Percent,DMSO,
Sourceplate[17],,384LDV_DMSO,P3,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,B21,4.95E-05,M,XST00007398a,Sample 48,50,50,10.112,85.241,Percent,DMSO,
Sourceplate[17],,384LDV_DMSO,B3,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,U2,4.95E-05,M,XST00007119a,Sample 34,50,50,10.098,89.714,Percent,DMSO,
Sourceplate[17],,384LDV_DMSO,B3,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,V2,4.95E-05,M,XST00007119a,Sample 34,50,50,10.048,89.714,Percent,DMSO,
Sourceplate[17],,384LDV_DMSO,B4,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,W2,4.95E-05,M,XST00007120a,Sample 50,50,50,9.976,90.306,Percent,DMSO,
Sourceplate[17],,384LDV_DMSO,B4,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,X2,4.95E-05,M,XST00007120a,Sample 50,50,50,9.926,90.306,Percent,DMSO,
Sourceplate[17],,384LDV_DMSO,E4,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,T6,4.95E-05,M,XST00007180a,Sample 53,50,50,9.968,91.634,Percent,DMSO,
Sourceplate[17],,384LDV_DMSO,E4,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,S6,4.95E-05,M,XST00007180a,Sample 53,50,50,9.918,91.634,Percent,DMSO,
Sourceplate[17],,384LDV_DMSO,D4,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,L5,4.95E-05,M,XST00007160a,Sample 52,50,50,9.956,91.209,Percent,DMSO,
Sourceplate[17],,384LDV_DMSO,D4,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,K5,4.95E-05,M,XST00007160a,Sample 52,50,50,9.906,91.209,Percent,DMSO,
Sourceplate[17],,384LDV_DMSO,C4,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,D4,4.95E-05,M,XST00007140a,Sample 51,50,50,9.955,90.158,Percent,DMSO,
Sourceplate[17],,384LDV_DMSO,C4,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,C4,4.95E-05,M,XST00007140a,Sample 51,50,50,9.905,90.158,Percent,DMSO,
Sourceplate[17],,384LDV_DMSO,A4,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,G1,4.95E-05,M,XST00007101a,Sample 49,50,50,9.265,71.853,Percent,DMSO,
Sourceplate[17],,384LDV_DMSO,A4,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,H1,4.95E-05,M,XST00007101a,Sample 49,50,50,9.215,71.853,Percent,DMSO,
Sourceplate[17],,384LDV_DMSO,G4,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,D9,4.95E-05,M,XST00007219a,Sample 55,50,50,10.009,92.014,Percent,DMSO,
Sourceplate[17],,384LDV_DMSO,G4,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,C9,4.95E-05,M,XST00007219a,Sample 55,50,50,9.959,92.014,Percent,DMSO,
Sourceplate[17],,384LDV_DMSO,I4,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,C12,4.95E-05,M,XST00007259a,Sample 57,50,50,9.617,91.161,Percent,DMSO,
Sourceplate[17],,384LDV_DMSO,I4,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,D12,4.95E-05,M,XST00007259a,Sample 57,50,50,9.567,91.161,Percent,DMSO,
Sourceplate[17],,384LDV_DMSO,J4,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,K13,4.95E-05,M,XST00007279a,Sample 58,50,50,10.114,91.67,Percent,DMSO,
Sourceplate[17],,384LDV_DMSO,J4,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,L13,4.95E-05,M,XST00007279a,Sample 58,50,50,10.064,91.67,Percent,DMSO,
Sourceplate[17],,384LDV_DMSO,K4,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,S14,4.95E-05,M,XST00007299a,Sample 59,50,50,10.183,92.278,Percent,DMSO,
Sourceplate[17],,384LDV_DMSO,K4,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,T14,4.95E-05,M,XST00007299a,Sample 59,50,50,10.133,92.278,Percent,DMSO,
Sourceplate[17],,384LDV_DMSO,N4,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,T18,4.95E-05,M,XST00007359a,Sample 62,50,50,10.061,91.921,Percent,DMSO,
Sourceplate[17],,384LDV_DMSO,N4,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,S18,4.95E-05,M,XST00007359a,Sample 62,50,50,10.011,91.921,Percent,DMSO,
Sourceplate[17],,384LDV_DMSO,O4,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,AA19,4.95E-05,M,XST00007379a,Sample 63,50,50,10.137,90.651,Percent,DMSO,
Sourceplate[17],,384LDV_DMSO,O4,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,AB19,4.95E-05,M,XST00007379a,Sample 63,50,50,10.087,90.651,Percent,DMSO,
Sourceplate[17],,384LDV_DMSO,L4,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,AB15,4.95E-05,M,XST00007319a,Sample 60,50,50,10.207,92.046,Percent,DMSO,
Sourceplate[17],,384LDV_DMSO,L4,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,AA15,4.95E-05,M,XST00007319a,Sample 60,50,50,10.157,92.046,Percent,DMSO,
Sourceplate[17],,384LDV_DMSO,H4,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,X10,4.95E-05,M,XST00007239a,Sample 56,50,50,10.3,87.133,Percent,DMSO,
Sourceplate[17],,384LDV_DMSO,H4,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,W10,4.95E-05,M,XST00007239a,Sample 56,50,50,10.25,87.133,Percent,DMSO,
Sourceplate[17],,384LDV_DMSO,F4,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,AA7,4.95E-05,M,XST00007199a,Sample 54,50,50,10.03,91.136,Percent,DMSO,
Sourceplate[17],,384LDV_DMSO,F4,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,AB7,4.95E-05,M,XST00007199a,Sample 54,50,50,9.98,91.136,Percent,DMSO,
Sourceplate[17],,384LDV_DMSO,M4,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,D17,4.95E-05,M,XST00007339a,Sample 61,50,50,10.293,92.303,Percent,DMSO,
Sourceplate[17],,384LDV_DMSO,M4,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,C17,4.95E-05,M,XST00007339a,Sample 61,50,50,10.243,92.303,Percent,DMSO,
Sourceplate[17],,384LDV_DMSO,P4,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,C21,4.95E-05,M,XST00007399a,Sample 64,50,50,10.03,80.734,Percent,DMSO,
Sourceplate[17],,384LDV_DMSO,P4,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,D21,4.95E-05,M,XST00007399a,Sample 64,50,50,9.98,80.734,Percent,DMSO,
Sourceplate[17],,384LDV_DMSO,P5,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,E21,4.95E-05,M,XST00007400a,Sample 80,50,50,9.958,78.945,Percent,DMSO,
Sourceplate[17],,384LDV_DMSO,P5,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,F21,4.95E-05,M,XST00007400a,Sample 80,50,50,9.908,78.945,Percent,DMSO,
Sourceplate[17],,384LDV_DMSO,M5,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,F17,4.95E-05,M,XST00007340a,Sample 77,50,50,10.259,91.908,Percent,DMSO,
Sourceplate[17],,384LDV_DMSO,M5,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,E17,4.95E-05,M,XST00007340a,Sample 77,50,50,10.209,91.908,Percent,DMSO,
Sourceplate[17],,384LDV_DMSO,I5,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,E12,4.95E-05,M,XST00007260a,Sample 73,50,50,10.157,91.928,Percent,DMSO,
Sourceplate[17],,384LDV_DMSO,I5,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,F12,4.95E-05,M,XST00007260a,Sample 73,50,50,10.107,91.928,Percent,DMSO,
Sourceplate[17],,384LDV_DMSO,J5,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,M13,4.95E-05,M,XST00007280a,Sample 74,50,50,10.205,92.258,Percent,DMSO,
Sourceplate[17],,384LDV_DMSO,J5,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,N13,4.95E-05,M,XST00007280a,Sample 74,50,50,10.155,92.258,Percent,DMSO,
Sourceplate[17],,384LDV_DMSO,K5,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,U14,4.95E-05,M,XST00007300a,Sample 75,50,50,10.179,91.85,Percent,DMSO,
Sourceplate[17],,384LDV_DMSO,K5,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,V14,4.95E-05,M,XST00007300a,Sample 75,50,50,10.129,91.85,Percent,DMSO,
Sourceplate[17],,384LDV_DMSO,N5,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,V18,4.95E-05,M,XST00007360a,Sample 78,50,50,10.138,92.487,Percent,DMSO,
Sourceplate[17],,384LDV_DMSO,N5,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,U18,4.95E-05,M,XST00007360a,Sample 78,50,50,10.088,92.487,Percent,DMSO,
Sourceplate[17],,384LDV_DMSO,O5,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,AC19,4.95E-05,M,XST00007380a,Sample 79,50,50,10.21,90.814,Percent,DMSO,
Sourceplate[17],,384LDV_DMSO,O5,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,AD19,4.95E-05,M,XST00007380a,Sample 79,50,50,10.16,90.814,Percent,DMSO,
Sourceplate[17],,384LDV_DMSO,L5,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,AD15,4.95E-05,M,XST00007320a,Sample 76,50,50,10.144,92.648,Percent,DMSO,
Sourceplate[17],,384LDV_DMSO,L5,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,AC15,4.95E-05,M,XST00007320a,Sample 76,50,50,10.094,92.648,Percent,DMSO,
Sourceplate[17],,384LDV_DMSO,H5,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,Z10,4.95E-05,M,XST00007240a,Sample 72,50,50,10.088,92.256,Percent,DMSO,
Sourceplate[17],,384LDV_DMSO,H5,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,Y10,4.95E-05,M,XST00007240a,Sample 72,50,50,10.038,92.256,Percent,DMSO,
Sourceplate[17],,384LDV_DMSO,F5,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,AC7,4.95E-05,M,XST00007200a,Sample 70,50,50,10.092,91.683,Percent,DMSO,
Sourceplate[17],,384LDV_DMSO,F5,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,AD7,4.95E-05,M,XST00007200a,Sample 70,50,50,10.042,91.683,Percent,DMSO,
Sourceplate[17],,384LDV_DMSO,E5,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,V6,4.95E-05,M,XST00007181a,Sample 69,50,50,10.111,92.097,Percent,DMSO,
Sourceplate[17],,384LDV_DMSO,E5,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,U6,4.95E-05,M,XST00007181a,Sample 69,50,50,10.061,92.097,Percent,DMSO,
Sourceplate[17],,384LDV_DMSO,D5,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,N5,4.95E-05,M,XST00007161a,Sample 68,50,50,10.057,91.45,Percent,DMSO,
Sourceplate[17],,384LDV_DMSO,D5,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,M5,4.95E-05,M,XST00007161a,Sample 68,50,50,10.007,91.45,Percent,DMSO,
Sourceplate[17],,384LDV_DMSO,C5,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,F4,4.95E-05,M,XST00007141a,Sample 67,50,50,9.949,90.028,Percent,DMSO,
Sourceplate[17],,384LDV_DMSO,C5,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,E4,4.95E-05,M,XST00007141a,Sample 67,50,50,9.899,90.028,Percent,DMSO,
Sourceplate[17],,384LDV_DMSO,A5,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,I1,4.95E-05,M,XST00007102a,Sample 65,50,50,9.447,70.578,Percent,DMSO,
Sourceplate[17],,384LDV_DMSO,A5,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,J1,4.95E-05,M,XST00007102a,Sample 65,50,50,9.397,70.578,Percent,DMSO,
Sourceplate[17],,384LDV_DMSO,G5,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,J9,4.95E-05,M,XST00007220a,Sample 71,50,50,10.054,91.834,Percent,DMSO,
Sourceplate[17],,384LDV_DMSO,G5,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,I9,4.95E-05,M,XST00007220a,Sample 71,50,50,10.004,91.834,Percent,DMSO,
Sourceplate[17],,384LDV_DMSO,B5,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,AC2,4.95E-05,M,XST00007121a,Sample 66,50,50,9.944,89.889,Percent,DMSO,
Sourceplate[17],,384LDV_DMSO,B5,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,AD2,4.95E-05,M,XST00007121a,Sample 66,50,50,9.894,89.889,Percent,DMSO,
Sourceplate[17],,384LDV_DMSO,B6,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,AE2,4.95E-05,M,XST00007122a,Sample 82,50,50,9.99,89.56,Percent,DMSO,
Sourceplate[17],,384LDV_DMSO,B6,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,AF2,4.95E-05,M,XST00007122a,Sample 82,50,50,9.94,89.56,Percent,DMSO,
Sourceplate[17],,384LDV_DMSO,F6,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,AF7,4.95E-05,M,XST00007201a,Sample 86,50,50,10.084,91.769,Percent,DMSO,
Sourceplate[17],,384LDV_DMSO,F6,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,AE7,4.95E-05,M,XST00007201a,Sample 86,50,50,10.034,91.769,Percent,DMSO,
Sourceplate[17],,384LDV_DMSO,E6,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,X6,4.95E-05,M,XST00007182a,Sample 85,50,50,10.067,92.071,Percent,DMSO,
Sourceplate[17],,384LDV_DMSO,E6,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,W6,4.95E-05,M,XST00007182a,Sample 85,50,50,10.017,92.071,Percent,DMSO,
Sourceplate[17],,384LDV_DMSO,D6,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,P5,4.95E-05,M,XST00007162a,Sample 84,50,50,9.987,90.934,Percent,DMSO,
Sourceplate[17],,384LDV_DMSO,D6,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,O5,4.95E-05,M,XST00007162a,Sample 84,50,50,9.937,90.934,Percent,DMSO,
Sourceplate[17],,384LDV_DMSO,C6,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,H4,4.95E-05,M,XST00007142a,Sample 83,50,50,9.942,89.703,Percent,DMSO,
Sourceplate[17],,384LDV_DMSO,C6,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,G4,4.95E-05,M,XST00007142a,Sample 83,50,50,9.892,89.703,Percent,DMSO,
Sourceplate[17],,384LDV_DMSO,A6,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,K1,4.95E-05,M,XST00007103a,Sample 81,50,50,9.394,71.745,Percent,DMSO,
Sourceplate[17],,384LDV_DMSO,A6,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,L1,4.95E-05,M,XST00007103a,Sample 81,50,50,9.344,71.745,Percent,DMSO,
Sourceplate[17],,384LDV_DMSO,G6,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,L9,4.95E-05,M,XST00007221a,Sample 87,50,50,10.105,91.926,Percent,DMSO,
Sourceplate[17],,384LDV_DMSO,G6,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,K9,4.95E-05,M,XST00007221a,Sample 87,50,50,10.055,91.926,Percent,DMSO,
Sourceplate[17],,384LDV_DMSO,I6,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,H12,4.95E-05,M,XST00007261a,Sample 89,50,50,10.245,91.886,Percent,DMSO,
Sourceplate[17],,384LDV_DMSO,I6,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,G12,4.95E-05,M,XST00007261a,Sample 89,50,50,10.195,91.886,Percent,DMSO,
Sourceplate[17],,384LDV_DMSO,J6,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,O13,4.95E-05,M,XST00007281a,Sample 90,50,50,10.168,92.282,Percent,DMSO,
Sourceplate[17],,384LDV_DMSO,J6,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,P13,4.95E-05,M,XST00007281a,Sample 90,50,50,10.118,92.282,Percent,DMSO,
Sourceplate[17],,384LDV_DMSO,K6,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,W14,4.95E-05,M,XST00007301a,Sample 91,50,50,10.223,92.745,Percent,DMSO,
Sourceplate[17],,384LDV_DMSO,K6,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,X14,4.95E-05,M,XST00007301a,Sample 91,50,50,10.173,92.745,Percent,DMSO,
Sourceplate[17],,384LDV_DMSO,N6,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,X18,4.95E-05,M,XST00007361a,Sample 94,50,50,10.233,91.5,Percent,DMSO,
Sourceplate[17],,384LDV_DMSO,N6,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,W18,4.95E-05,M,XST00007361a,Sample 94,50,50,10.183,91.5,Percent,DMSO,
Sourceplate[17],,384LDV_DMSO,O6,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,AE19,4.95E-05,M,XST00007381a,Sample 95,50,50,10.254,90.841,Percent,DMSO,
Sourceplate[17],,384LDV_DMSO,O6,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,AF19,4.95E-05,M,XST00007381a,Sample 95,50,50,10.204,90.841,Percent,DMSO,
Sourceplate[17],,384LDV_DMSO,L6,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,AF15,4.95E-05,M,XST00007321a,Sample 92,50,50,10.272,93.026,Percent,DMSO,
Sourceplate[17],,384LDV_DMSO,L6,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,AE15,4.95E-05,M,XST00007321a,Sample 92,50,50,10.222,93.026,Percent,DMSO,
Sourceplate[17],,384LDV_DMSO,H6,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,AB10,4.95E-05,M,XST00007241a,Sample 88,50,50,10.161,92.266,Percent,DMSO,
Sourceplate[17],,384LDV_DMSO,H6,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,AA10,4.95E-05,M,XST00007241a,Sample 88,50,50,10.111,92.266,Percent,DMSO,
Sourceplate[17],,384LDV_DMSO,M6,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,H17,4.95E-05,M,XST00007341a,Sample 93,50,50,10.184,92.167,Percent,DMSO,
Sourceplate[17],,384LDV_DMSO,M6,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,G17,4.95E-05,M,XST00007341a,Sample 93,50,50,10.134,92.167,Percent,DMSO,
